,name,class_name
24697,xdAppw6TA0w__U__S13---0048.300-0058.730.wav,Spanish
24698,8mdd4A-AyR4__U__S10---0020.060-0037.370.wav,Spanish
24699,2YK3FnRB_HE__U__S121---0868.460-0886.260.wav,Spanish
24700,WolkAbZtezM__U__S87---0597.350-0610.500.wav,Spanish
24701,ndgY200Xh4A__U__S0---0363.990-0382.540.wav,Spanish
24702,va50C8JUP-U__U__S194---1321.150-1335.430.wav,Spanish
24703,G3jGD7Oir98__U__S120---0644.940-0660.480.wav,Spanish
24704,7y_aLttdk8c__U__S12---0088.750-0105.220.wav,Spanish
24705,e_qZ_f8UGys__U__S94---1118.240-1134.060.wav,Spanish
24706,5IGLp09g3p8__U__S47---0444.350-0458.140.wav,Spanish
24707,_lNV7t3Vw9Q__U__S121---0353.170-0372.150.wav,Spanish
24708,NUbI5SRblPM__U__S112---0037.510-0053.380.wav,Spanish
24709,va50C8JUP-U__U__S144---1082.620-1094.570.wav,Spanish
24710,97y8hIPuKf0__U__S1---0038.230-0055.070.wav,Spanish
24711,FdizSgFEuR8__U__S32---0255.610-0268.910.wav,Spanish
24712,2YK3FnRB_HE__U__S121---0778.390-0792.930.wav,Spanish
24713,dzScDamkruU__U__S282---2948.560-2959.470.wav,Spanish
24714,G3jGD7Oir98__U__S118---0828.950-0841.100.wav,Spanish
24715,GygRrAbGkm8__U__S103---0809.400-0821.610.wav,Spanish
24716,Ss1ux8JzNiE__U__S1---0195.750-0208.910.wav,Spanish
24717,NUbI5SRblPM__U__S108---0576.370-0588.980.wav,Spanish
24718,woAMR8DT5bA__U__S0---0050.550-0062.580.wav,Spanish
24719,V9gTLd3fVpU__U__S1---2224.950-2236.790.wav,Spanish
24720,Ss1ux8JzNiE__U__S1---0142.570-0152.890.wav,Spanish
24721,xjobpYMKwKg__U__S18---0120.710-0138.040.wav,Spanish
24722,fHQGqW9qXco__U__S13---0089.640-0107.760.wav,Spanish
24723,qSMjgjSLhpk__U__S0---0000.000-0015.740.wav,Spanish
24724,_8ieIyzhEgg__U__S10---0136.020-0150.620.wav,Spanish
24725,92ndyTf8Rmc__U__S36---0250.760-0269.180.wav,Spanish
24726,il1E-owE6XA__U__S102---0532.010-0542.260.wav,Spanish
24727,e_qZ_f8UGys__U__S94---0585.990-0604.960.wav,Spanish
24728,ndgY200Xh4A__U__S117---0789.790-0807.710.wav,Spanish
24729,jeXeaFG_e0o__U__S2---0069.460-0079.970.wav,Spanish
24730,IzkjzZ8hSk0__U__S30---0184.410-0196.940.wav,Spanish
24731,NUR8QFSUvT4__U__S117---0963.900-0975.160.wav,Spanish
24732,NUbI5SRblPM__U__S0---1822.040-1833.690.wav,Spanish
24733,8cqzlOornzU__U__S1---0080.100-0099.230.wav,Spanish
24734,33RXsya5Y-I__U__S1---0464.270-0483.790.wav,Spanish
24735,t_EY-DcPkdg__U__S22---0140.830-0159.580.wav,Spanish
24736,0N9GgNOouBE__U__S100---0100.630-0115.180.wav,Spanish
24737,-88jW7Pzr1g__U__S0---0389.440-0403.050.wav,Spanish
24738,8iW6xLzHYNg__U__S3---0067.090-0080.330.wav,Spanish
24739,5rmz0Lsc3QE__U__S1---0265.520-0276.420.wav,Spanish
24740,2XTeufLe4JQ__U__S1---0175.140-0192.170.wav,Spanish
24741,9gMXmLSrosU__U__S11---0074.890-0093.790.wav,Spanish
24742,J8giqm0dVoQ__U__S13---0008.090-0019.410.wav,Spanish
24743,nbj1ebANgGE__U__S26---0468.820-0484.550.wav,Spanish
24744,lQJsq_MZKys__U__S1---0092.870-0112.300.wav,Spanish
24745,_lNV7t3Vw9Q__U__S11---3308.170-3318.680.wav,Spanish
24746,dzScDamkruU__U__S204---2851.370-2866.110.wav,Spanish
24747,mXMNdDeyzYk__U__S158---1091.560-1109.660.wav,Spanish
24748,xxGJo4BnqjE__U__S102---0121.930-0132.250.wav,Spanish
24749,_lNV7t3Vw9Q__U__S141---1196.280-1209.880.wav,Spanish
24750,KYrkAUodMFo__U__S10---0162.800-0182.120.wav,Spanish
24751,3b3NAHFWNLM__U__S129---1310.360-1322.940.wav,Spanish
24752,sfdosMzSHxU__U__S20---0199.070-0213.950.wav,Spanish
24753,dZa3xfCxFcY__U__S36---0396.350-0408.620.wav,Spanish
24754,M05tRTQhfas__U__S10---0557.960-0576.930.wav,Spanish
24755,GygRrAbGkm8__U__S0---0354.860-0366.910.wav,Spanish
24756,QLHlQ7UHsFQ__U__S15---1341.580-1361.310.wav,Spanish
24757,83jYeJ3Z-t0__U__S3---0316.510-0336.260.wav,Spanish
24758,mXMNdDeyzYk__U__S289---1897.700-1909.330.wav,Spanish
24759,4r6AThlZQvs__U__S10---0197.620-0209.450.wav,Spanish
24760,2YK3FnRB_HE__U__S1---0371.170-0388.950.wav,Spanish
24761,gPFo4rnVsqI__U__S106---0947.000-0962.460.wav,Spanish
24762,ldJF-ybNHdo__U__S120---1025.110-1037.540.wav,Spanish
24763,NUbI5SRblPM__U__S140---0880.110-0890.420.wav,Spanish
24764,Ct1yVTCAP-4__U__S1---0144.450-0157.970.wav,Spanish
24765,39HcA7K-0Vs__U__S0---0223.030-0238.510.wav,Spanish
24766,9ybsYWqYhOI__U__S12---0366.310-0382.680.wav,Spanish
24767,R7hTUxzbH48__U__S0---0206.440-0221.660.wav,Spanish
24768,Q7y8PF56vMY__U__S100---0525.930-0538.820.wav,Spanish
24769,gA4IBuJRiIc__U__S182---1294.830-1307.310.wav,Spanish
24770,lP6hZ4mvASs__U__S20---0183.550-0197.120.wav,Spanish
24771,2vFvFSQwTx4__U__S9---0067.350-0082.960.wav,Spanish
24772,ZDg5uzrCQM0__U__S0---0730.080-0743.430.wav,Spanish
24773,ndgY200Xh4A__U__S144---0227.590-0242.380.wav,Spanish
24774,va50C8JUP-U__U__S0---0608.380-0619.300.wav,Spanish
24775,EgjyDcHKIqE__U__S182---0764.060-0781.150.wav,Spanish
24776,tm4qk4c3wK0__U__S1---0035.370-0047.120.wav,Spanish
24777,3b3NAHFWNLM__U__S105---0632.330-0643.800.wav,Spanish
24778,QLHlQ7UHsFQ__U__S15---0529.640-0545.290.wav,Spanish
24779,_9EI29Q2YIQ__U__S133---2015.130-2029.230.wav,Spanish
24780,_lNV7t3Vw9Q__U__S100---2607.990-2620.320.wav,Spanish
24781,cAE1SZ5ynog__U__S119---0950.620-0968.500.wav,Spanish
24782,kwhp_g5hkQU__U__S206---0063.960-0075.200.wav,Spanish
24783,1T3T1FRDmyM__U__S118---0663.620-0683.560.wav,Spanish
24784,rUaS37GZorg__U__S0---0274.840-0290.230.wav,Spanish
24785,sfdosMzSHxU__U__S52---0392.330-0412.180.wav,Spanish
24786,ClZdWE5ZHF8__U__S0---0254.400-0270.580.wav,Spanish
24787,OsRMnTza-3o__U__S16---0095.070-0112.690.wav,Spanish
24788,xUQs8NCrefU__U__S11---0113.620-0125.530.wav,Spanish
24789,J8giqm0dVoQ__U__S102---1430.500-1443.880.wav,Spanish
24790,pS58Je97-EQ__U__S1---0312.210-0330.490.wav,Spanish
24791,S8nxsqiZNak__U__S17---0135.490-0151.330.wav,Spanish
24792,CFJoUTffiTE__U__S131---1096.690-1107.600.wav,Spanish
24793,Z5cackyUfgk__U__S0---0090.880-0107.490.wav,Spanish
24794,CFJoUTffiTE__U__S195---3147.150-3159.610.wav,Spanish
24795,cAE1SZ5ynog__U__S119---0481.000-0500.570.wav,Spanish
24796,rmBlZuY31nM__U__S10---0211.400-0222.980.wav,Spanish
24797,ndgY200Xh4A__U__S0---0560.120-0574.490.wav,Spanish
24798,X2oLyBHX_9I__U__S0---0017.230-0032.620.wav,Spanish
24799,whiG7CjCbyI__U__S0---0000.000-0012.550.wav,Spanish
24800,G3jGD7Oir98__U__S108---0759.400-0773.950.wav,Spanish
24801,pZAj7_vTZzE__U__S1---0264.270-0274.760.wav,Spanish
24802,39HcA7K-0Vs__U__S0---0400.240-0420.030.wav,Spanish
24803,WolkAbZtezM__U__S107---0711.250-0724.950.wav,Spanish
24804,9gMXmLSrosU__U__S123---0830.080-0846.430.wav,Spanish
24805,xUQs8NCrefU__U__S251---1528.660-1540.870.wav,Spanish
24806,SaoLXx82NGA__U__S1---0044.500-0054.510.wav,Spanish
24807,5XOFUKq3c7E__U__S1---0334.920-0346.440.wav,Spanish
24808,gVse6NdVb0A__U__S0---0013.010-0029.670.wav,Spanish
24809,X-LPSU_KQok__U__S50---0134.040-0149.630.wav,Spanish
24810,kwhp_g5hkQU__U__S299---1911.230-1922.030.wav,Spanish
24811,5XOFUKq3c7E__U__S1---0608.640-0622.540.wav,Spanish
24812,BjjNs-_kfSA__U__S100---0672.920-0686.600.wav,Spanish
24813,FRcYMH_V8QM__U__S20---0069.630-0085.220.wav,Spanish
24814,CFJoUTffiTE__U__S464---3030.070-3049.240.wav,Spanish
24815,xHpxy27Y2jM__U__S131---0478.670-0489.540.wav,Spanish
24816,NUbI5SRblPM__U__S0---2094.060-2112.220.wav,Spanish
24817,G3jGD7Oir98__U__S48---0366.380-0379.540.wav,Spanish
24818,mXMNdDeyzYk__U__S0---0208.080-0221.860.wav,Spanish
24819,mNf3sbNbFD8__U__S1---0502.670-0516.260.wav,Spanish
24820,qq_JEaVN030__U__S105---0319.020-0334.390.wav,Spanish
24821,YeugQFXJnco__U__S194---1427.000-1440.750.wav,Spanish
24822,fN7YYcce1Z8__U__S1---0679.400-0693.570.wav,Spanish
24823,2YK3FnRB_HE__U__S104---1814.480-1832.290.wav,Spanish
24824,4dYVcH8hMDw__U__S0---0708.770-0726.830.wav,Spanish
24825,xUQs8NCrefU__U__S103---1186.980-1198.890.wav,Spanish
24826,sfdosMzSHxU__U__S19---0285.020-0299.490.wav,Spanish
24827,vXaaBy_13ZE__U__S100---0378.630-0391.410.wav,Spanish
24828,9gMXmLSrosU__U__S144---0976.650-0987.060.wav,Spanish
24829,YsPqTv9Hvu0__U__S2---0048.250-0064.850.wav,Spanish
24830,GEe45h6aH9c__U__S1---0092.390-0107.920.wav,Spanish
24831,dzScDamkruU__U__S152---2309.660-2327.440.wav,Spanish
24832,I4m4Ez0jddo__U__S1---0053.460-0067.150.wav,Spanish
24833,_9EI29Q2YIQ__U__S11---2189.690-2200.610.wav,Spanish
24834,HQhYYJ6BVBA__U__S1---0264.090-0278.940.wav,Spanish
24835,8cqzlOornzU__U__S26---0171.940-0186.570.wav,Spanish
24836,g2S2WkqO4s0__U__S10---1125.030-1136.930.wav,Spanish
24837,kwhp_g5hkQU__U__S2---0309.680-0325.240.wav,Spanish
24838,pS58Je97-EQ__U__S1---0025.300-0039.830.wav,Spanish
24839,gPFo4rnVsqI__U__S342---2201.320-2213.670.wav,Spanish
24840,mXMNdDeyzYk__U__S0---0358.880-0374.940.wav,Spanish
24841,39HcA7K-0Vs__U__S0---0074.100-0085.830.wav,Spanish
24842,cAE1SZ5ynog__U__S39---0505.630-0516.840.wav,Spanish
24843,kwhp_g5hkQU__U__S259---1650.330-1663.160.wav,Spanish
24844,G3jGD7Oir98__U__S11---0079.230-0089.230.wav,Spanish
24845,06Ul_m59zWw__U__S0---0045.140-0056.390.wav,Spanish
24846,_9EI29Q2YIQ__U__S0---1386.570-1398.380.wav,Spanish
24847,IPPY0jTv9X4__U__S49---0341.800-0354.090.wav,Spanish
24848,OfkNkII4FqU__U__S1---0332.560-0352.320.wav,Spanish
24849,fn6HyuEeE2o__U__S101---0515.290-0528.370.wav,Spanish
24850,u--QClG1r4g__U__S0---0335.840-0350.300.wav,Spanish
24851,8iW6xLzHYNg__U__S1---0103.730-0119.260.wav,Spanish
24852,8D6TgXWViNY__U__S102---0515.320-0532.790.wav,Spanish
24853,il1E-owE6XA__U__S223---0896.540-0913.820.wav,Spanish
24854,mXMNdDeyzYk__U__S360---2753.430-2764.490.wav,Spanish
24855,ldJF-ybNHdo__U__S106---0824.820-0836.520.wav,Spanish
24856,N5DZkDAlBgM__U__S13---0078.410-0088.450.wav,Spanish
24857,mNf3sbNbFD8__U__S1---0057.510-0068.030.wav,Spanish
24858,PPeRECua5CQ__U__S1---0197.060-0211.190.wav,Spanish
24859,cAE1SZ5ynog__U__S107---1496.260-1513.710.wav,Spanish
24860,4dYVcH8hMDw__U__S0---0857.270-0870.840.wav,Spanish
24861,OfkNkII4FqU__U__S109---0231.630-0245.500.wav,Spanish
24862,NUR8QFSUvT4__U__S38---0293.620-0308.930.wav,Spanish
24863,SgxbuMh4INQ__U__S13---0071.260-0087.310.wav,Spanish
24864,ZtEl4Vz7SFI__U__S101---0360.650-0377.830.wav,Spanish
24865,zkPPNRaKPz4__U__S105---0081.570-0092.290.wav,Spanish
24866,CFJoUTffiTE__U__S273---1766.020-1780.230.wav,Spanish
24867,9gMXmLSrosU__U__S136---1358.450-1369.270.wav,Spanish
24868,33RXsya5Y-I__U__S1---0700.990-0714.270.wav,Spanish
24869,dzScDamkruU__U__S114---0494.590-0505.580.wav,Spanish
24870,kwhp_g5hkQU__U__S101---2329.240-2341.180.wav,Spanish
24871,mXMNdDeyzYk__U__S204---1382.750-1397.810.wav,Spanish
24872,fn6HyuEeE2o__U__S101---0714.850-0729.630.wav,Spanish
24873,ZtEl4Vz7SFI__U__S1---0086.740-0099.360.wav,Spanish
24874,JkDEZzMZL1Y__U__S10---0554.930-0568.000.wav,Spanish
24875,6PXEW0RR2io__U__S18---0138.020-0154.560.wav,Spanish
24876,tm4qk4c3wK0__U__S159---1237.390-1255.100.wav,Spanish
24877,ldJF-ybNHdo__U__S106---1320.670-1334.590.wav,Spanish
24878,RIJntxy-ya0__U__S13---0080.140-0091.310.wav,Spanish
24879,5rmz0Lsc3QE__U__S1---0581.920-0599.090.wav,Spanish
24880,zkPPNRaKPz4__U__S121---0803.230-0813.370.wav,Spanish
24881,pS58Je97-EQ__U__S126---0945.860-0959.690.wav,Spanish
24882,va50C8JUP-U__U__S194---1133.290-1150.060.wav,Spanish
24883,TCZqFgESBfg__U__S0---0163.270-0174.170.wav,Spanish
24884,CFJoUTffiTE__U__S147---1921.440-1936.960.wav,Spanish
24885,JkDEZzMZL1Y__U__S10---0533.160-0546.830.wav,Spanish
24886,OfkNkII4FqU__U__S101---0548.310-0559.170.wav,Spanish
24887,39HcA7K-0Vs__U__S0---0424.700-0435.930.wav,Spanish
24888,OSWaBjf65u8__U__S15---0230.380-0241.670.wav,Spanish
24889,CFJoUTffiTE__U__S139---3196.240-3213.050.wav,Spanish
24890,9ybsYWqYhOI__U__S12---0059.800-0073.950.wav,Spanish
24891,gBimAJoRZ78__U__S11---0220.730-0240.560.wav,Spanish
24892,Q_0qtgAo8GE__U__S101---0232.190-0246.550.wav,Spanish
24893,sLiiNDZvIzE__U__S0---0152.130-0167.770.wav,Spanish
24894,zkPPNRaKPz4__U__S101---0590.020-0600.090.wav,Spanish
24895,9sZk-wD0FCY__U__S1---0179.390-0196.530.wav,Spanish
24896,CFJoUTffiTE__U__S101---0070.270-0081.370.wav,Spanish
24897,StO38SgDdas__U__S16---0162.810-0182.690.wav,Spanish
24898,iARjHbmV-l0__U__S1---0187.910-0201.780.wav,Spanish
24899,WolkAbZtezM__U__S128---1966.860-1982.530.wav,Spanish
24900,gPFo4rnVsqI__U__S106---0772.830-0791.710.wav,Spanish
24901,0N9GgNOouBE__U__S100---0299.960-0314.130.wav,Spanish
24902,kDqXIzE35r4__U__S0---0353.830-0372.070.wav,Spanish
24903,Az-DVLEtkFA__U__S0---0050.420-0064.630.wav,Spanish
24904,QLHlQ7UHsFQ__U__S15---0906.500-0926.270.wav,Spanish
24905,PPeRECua5CQ__U__S1---0270.470-0282.290.wav,Spanish
24906,tm4qk4c3wK0__U__S113---1117.640-1129.440.wav,Spanish
24907,_lNV7t3Vw9Q__U__S100---2227.730-2240.240.wav,Spanish
24908,hDT3qaA42GI__U__S0---0099.540-0114.930.wav,Spanish
24909,g2S2WkqO4s0__U__S377---2406.580-2417.430.wav,Spanish
24910,hPjgVIIMbr4__U__S11---0038.640-0053.210.wav,Spanish
24911,g2S2WkqO4s0__U__S155---2326.640-2336.670.wav,Spanish
24912,BsQQ-4wGejo__U__S10---0094.570-0111.390.wav,Spanish
24913,zZyKzP89tbY__U__S14---0091.870-0105.250.wav,Spanish
24914,kwhp_g5hkQU__U__S101---2242.010-2252.680.wav,Spanish
24915,gBimAJoRZ78__U__S11---0279.850-0290.610.wav,Spanish
24916,ndgY200Xh4A__U__S101---1328.690-1348.160.wav,Spanish
24917,rmBPCmsRPJY__U__S0---0085.080-0097.830.wav,Spanish
24918,_lNV7t3Vw9Q__U__S141---1570.990-1589.030.wav,Spanish
24919,KYrkAUodMFo__U__S10---0136.950-0150.410.wav,Spanish
24920,V9gTLd3fVpU__U__S1---0546.150-0562.740.wav,Spanish
24921,WQvoH2q39CM__U__S11---0025.880-0044.330.wav,Spanish
24922,m6VA0uLb4QE__U__S0---1084.190-1102.170.wav,Spanish
24923,zkPPNRaKPz4__U__S100---0659.980-0677.350.wav,Spanish
24924,JkDEZzMZL1Y__U__S10---0460.170-0480.070.wav,Spanish
24925,9GeJ0-C70Gk__U__S75---0563.660-0576.840.wav,Spanish
24926,dzScDamkruU__U__S115---0140.380-0155.600.wav,Spanish
24927,aqZ6hIxJbR4__U__S106---0562.880-0582.170.wav,Spanish
24928,_cI-n32u1cY__U__S10---0208.110-0225.190.wav,Spanish
24929,SNu3xDWPm18__U__S1---0338.680-0356.430.wav,Spanish
24930,05K5_pKSD04__U__S0---1112.930-1127.960.wav,Spanish
24931,GygRrAbGkm8__U__S14---1777.290-1789.390.wav,Spanish
24932,9gMXmLSrosU__U__S136---0420.710-0432.990.wav,Spanish
24933,4dYVcH8hMDw__U__S0---0633.570-0648.940.wav,Spanish
24934,6tMYqO2HH00__U__S42---0537.300-0555.290.wav,Spanish
24935,2YK3FnRB_HE__U__S1---0752.820-0768.140.wav,Spanish
24936,tm4qk4c3wK0__U__S17---0159.480-0171.060.wav,Spanish
24937,NUbI5SRblPM__U__S191---1387.400-1405.420.wav,Spanish
24938,2YK3FnRB_HE__U__S1---0305.060-0316.180.wav,Spanish
24939,rJvKUC0tOYU__U__S2---0042.880-0061.660.wav,Spanish
24940,gBimAJoRZ78__U__S11---0105.670-0117.730.wav,Spanish
24941,NUbI5SRblPM__U__S10---0164.900-0183.010.wav,Spanish
24942,cY7QrCCNV2E__U__S49---0539.010-0550.120.wav,Spanish
24943,3b3NAHFWNLM__U__S105---0801.810-0813.520.wav,Spanish
24944,CFJoUTffiTE__U__S512---0641.230-0652.190.wav,Spanish
24945,6tMYqO2HH00__U__S42---0480.870-0493.780.wav,Spanish
24946,DveWa4CUClg__U__S1---0073.280-0089.740.wav,Spanish
24947,kSp7i7LPTbs__U__S14---0363.560-0383.450.wav,Spanish
24948,kEs7d9OYKtA__U__S0---0000.000-0014.980.wav,Spanish
24949,g2QgNPxU60I__U__S1---0120.390-0138.220.wav,Spanish
24950,kwhp_g5hkQU__U__S101---0840.190-0850.700.wav,Spanish
24951,_lNV7t3Vw9Q__U__S218---1520.340-1533.330.wav,Spanish
24952,Ct1yVTCAP-4__U__S2---0091.630-0106.740.wav,Spanish
24953,nQxBTMYx5rY__U__S32---0212.470-0229.150.wav,Spanish
24954,4r6AThlZQvs__U__S10---0209.450-0226.820.wav,Spanish
24955,X-LPSU_KQok__U__S50---0527.090-0537.150.wav,Spanish
24956,05K5_pKSD04__U__S0---0054.440-0067.340.wav,Spanish
24957,gau1p9Kophg__U__S0---0764.090-0780.030.wav,Spanish
24958,_lNV7t3Vw9Q__U__S18---3383.590-3403.140.wav,Spanish
24959,bbsQxwhA7vc__U__S0---0515.960-0531.020.wav,Spanish
24960,WolkAbZtezM__U__S325---2226.670-2244.240.wav,Spanish
24961,il1E-owE6XA__U__S119---0770.730-0782.950.wav,Spanish
24962,YDRfd80-YcE__U__S171---0622.860-0634.140.wav,Spanish
24963,sfdosMzSHxU__U__S110---1064.570-1083.530.wav,Spanish
24964,xHpxy27Y2jM__U__S118---0405.300-0423.060.wav,Spanish
24965,MBCzPWk0cz0__U__S22---0083.020-0093.780.wav,Spanish
24966,U7B-lJ25YLA__U__S0---0222.880-0240.070.wav,Spanish
24967,lQJsq_MZKys__U__S0---0540.540-0559.960.wav,Spanish
24968,GygRrAbGkm8__U__S101---0725.090-0743.880.wav,Spanish
24969,IpAX4CUSLbg__U__S0---0088.520-0098.770.wav,Spanish
24970,4r6AThlZQvs__U__S10---0186.230-0196.230.wav,Spanish
24971,Ss1ux8JzNiE__U__S1---0056.600-0070.610.wav,Spanish
24972,3b3NAHFWNLM__U__S129---1296.520-1310.360.wav,Spanish
24973,xdAppw6TA0w__U__S8---0076.190-0088.790.wav,Spanish
24974,xxGJo4BnqjE__U__S102---0546.130-0561.750.wav,Spanish
24975,Ibh62H7M1Jo__U__S10---0052.600-0063.700.wav,Spanish
24976,NUbI5SRblPM__U__S112---1353.710-1364.150.wav,Spanish
24977,_lNV7t3Vw9Q__U__S121---0034.240-0053.980.wav,Spanish
24978,vor6k85hQYU__U__S20---0460.360-0476.000.wav,Spanish
24979,pS58Je97-EQ__U__S1---0105.760-0116.370.wav,Spanish
24980,ndgY200Xh4A__U__S117---0000.000-0010.800.wav,Spanish
24981,qq_JEaVN030__U__S1---1111.380-1121.460.wav,Spanish
24982,R7hTUxzbH48__U__S0---0302.770-0317.810.wav,Spanish
24983,EgjyDcHKIqE__U__S236---0324.160-0336.010.wav,Spanish
24984,kSp7i7LPTbs__U__S14---0383.450-0401.120.wav,Spanish
24985,RgPytB6vWC4__U__S0---0092.940-0110.370.wav,Spanish
24986,mXMNdDeyzYk__U__S304---2068.150-2086.530.wav,Spanish
24987,IgHbm9pU2zo__U__S173---1258.180-1273.520.wav,Spanish
24988,qq_JEaVN030__U__S106---0703.860-0717.500.wav,Spanish
24989,_lNV7t3Vw9Q__U__S11---1751.580-1767.940.wav,Spanish
24990,zXLMJmwgWFU__U__S0---0037.580-0055.870.wav,Spanish
24991,dzScDamkruU__U__S100---0680.440-0691.550.wav,Spanish
24992,il1E-owE6XA__U__S119---2241.420-2252.170.wav,Spanish
24993,QLHlQ7UHsFQ__U__S15---1301.270-1311.630.wav,Spanish
24994,NzLgiWdXitA__U__S198---1796.570-1811.330.wav,Spanish
24995,G3jGD7Oir98__U__S25---2393.720-2407.900.wav,Spanish
24996,MN4NtBDufKM__U__S13---0177.910-0188.250.wav,Spanish
24997,39HcA7K-0Vs__U__S0---0301.470-0312.390.wav,Spanish
24998,0N9GgNOouBE__U__S100---0051.890-0069.320.wav,Spanish
24999,3mmiOBnwIqQ__U__S0---0102.970-0116.690.wav,Spanish
25000,Ibh62H7M1Jo__U__S10---0314.640-0332.780.wav,Spanish
25001,qq_JEaVN030__U__S105---0226.240-0245.900.wav,Spanish
25002,dzScDamkruU__U__S27---0172.080-0183.610.wav,Spanish
25003,gA4IBuJRiIc__U__S12---0140.430-0153.290.wav,Spanish
25004,33RXsya5Y-I__U__S105---0688.190-0700.300.wav,Spanish
25005,6jmNPzehHZE__U__S16---0108.780-0121.250.wav,Spanish
25006,QLHlQ7UHsFQ__U__S15---0740.280-0755.650.wav,Spanish
25007,2YK3FnRB_HE__U__S0---0409.980-0423.930.wav,Spanish
25008,xD5pojbgtqs__U__S0---0048.510-0068.420.wav,Spanish
25009,cY7QrCCNV2E__U__S12---0117.410-0130.380.wav,Spanish
25010,FRcYMH_V8QM__U__S28---0212.570-0230.670.wav,Spanish
25011,g2QgNPxU60I__U__S26---0216.360-0229.220.wav,Spanish
25012,RgPytB6vWC4__U__S0---0322.000-0340.140.wav,Spanish
25013,ZtEl4Vz7SFI__U__S1---0124.610-0142.770.wav,Spanish
25014,BEUiqN6ULeo__U__S1---0221.500-0233.730.wav,Spanish
25015,SNu3xDWPm18__U__S1---0459.510-0474.750.wav,Spanish
25016,LZiLosC1Gys__U__S16---0263.630-0281.300.wav,Spanish
25017,z0cmaBnsyrU__U__S0---0035.780-0055.350.wav,Spanish
25018,97y8hIPuKf0__U__S1---0382.080-0401.530.wav,Spanish
25019,a1pKgMvhOvs__U__S0---0462.520-0480.250.wav,Spanish
25020,pS58Je97-EQ__U__S126---0919.260-0929.610.wav,Spanish
25021,Q7y8PF56vMY__U__S219---1389.700-1407.440.wav,Spanish
25022,Nz8RP2PG4h4__U__S0---0047.730-0062.960.wav,Spanish
25023,jeXeaFG_e0o__U__S0---0164.620-0178.200.wav,Spanish
25024,BEUiqN6ULeo__U__S1---0054.870-0071.610.wav,Spanish
25025,ZtEl4Vz7SFI__U__S101---1049.300-1061.540.wav,Spanish
25026,6ZPBo0sLZkI__U__S0---0260.900-0279.330.wav,Spanish
25027,kwhp_g5hkQU__U__S110---1811.940-1822.770.wav,Spanish
25028,ZtEl4Vz7SFI__U__S180---1211.010-1225.110.wav,Spanish
25029,EgjyDcHKIqE__U__S120---0530.820-0543.620.wav,Spanish
25030,aqZ6hIxJbR4__U__S110---0097.980-0115.680.wav,Spanish
25031,M05tRTQhfas__U__S10---0347.230-0366.380.wav,Spanish
25032,mx9tDzdbF3A__U__S133---0611.840-0626.960.wav,Spanish
25033,9gMXmLSrosU__U__S136---0449.360-0462.110.wav,Spanish
25034,Az-DVLEtkFA__U__S25---0392.370-0402.460.wav,Spanish
25035,mXMNdDeyzYk__U__S0---0664.140-0683.240.wav,Spanish
25036,analr0qGpf4__U__S11---0542.810-0555.250.wav,Spanish
25037,fn6HyuEeE2o__U__S100---0362.890-0375.270.wav,Spanish
25038,kSp7i7LPTbs__U__S14---0147.500-0162.040.wav,Spanish
25039,CFJoUTffiTE__U__S22---0147.240-0161.860.wav,Spanish
25040,YeugQFXJnco__U__S133---0938.490-0955.930.wav,Spanish
25041,MBCzPWk0cz0__U__S17---0051.790-0068.480.wav,Spanish
25042,g2S2WkqO4s0__U__S10---0143.830-0156.940.wav,Spanish
25043,zkHhhIFuycg__U__S10---0131.450-0141.730.wav,Spanish
25044,CFJoUTffiTE__U__S467---3049.240-3066.770.wav,Spanish
25045,Z4d4qHQhMIM__U__S18---0358.590-0375.770.wav,Spanish
25046,SNu3xDWPm18__U__S1---0392.810-0406.750.wav,Spanish
25047,6InJ1fZxx8c__U__S77---0521.900-0534.800.wav,Spanish
25048,9sZk-wD0FCY__U__S1---0005.510-0016.090.wav,Spanish
25049,-CBEHsDDwRY__U__S111---0370.060-0389.190.wav,Spanish
25050,fn6HyuEeE2o__U__S102---0688.610-0698.700.wav,Spanish
25051,9tP348p0X2M__U__S0---0415.620-0435.410.wav,Spanish
25052,0-91FLd9cWk__U__S0---0041.570-0053.570.wav,Spanish
25053,dzScDamkruU__U__S100---0570.440-0581.720.wav,Spanish
25054,1T3T1FRDmyM__U__S117---0559.390-0570.190.wav,Spanish
25055,4dYVcH8hMDw__U__S0---0450.300-0467.620.wav,Spanish
25056,G3jGD7Oir98__U__S181---1533.100-1552.490.wav,Spanish
25057,lQJsq_MZKys__U__S0---0562.240-0579.330.wav,Spanish
25058,qAmyC6lAgpw__U__S22---0218.970-0238.320.wav,Spanish
25059,va50C8JUP-U__U__S0---0866.190-0879.560.wav,Spanish
25060,LZiLosC1Gys__U__S1---0329.110-0341.400.wav,Spanish
25061,SNu3xDWPm18__U__S1---0011.340-0023.050.wav,Spanish
25062,mNf3sbNbFD8__U__S1---0022.650-0039.820.wav,Spanish
25063,gllDWI06Y94__U__S0---0149.560-0161.050.wav,Spanish
25064,QCLhKGdRYLI__U__S0---0062.660-0073.860.wav,Spanish
25065,Ct1yVTCAP-4__U__S42---0279.020-0290.770.wav,Spanish
25066,GygRrAbGkm8__U__S138---0310.180-0322.240.wav,Spanish
25067,va50C8JUP-U__U__S0---0392.430-0408.230.wav,Spanish
25068,zZyKzP89tbY__U__S14---0105.800-0116.540.wav,Spanish
